Index,value
2011/9/6,2.573402597
2011/9/7,2.624935065
2011/9/8,2.60561039
2011/9/9,2.604
2011/9/13,2.576623377
2011/9/14,2.581454545
2011/9/15,2.570181818
2011/9/16,2.576623377
2011/9/19,2.526701299
2011/9/20,2.537974026
2011/9/21,2.616883117
2011/9/22,2.531532468
2011/9/23,2.508987013
2011/9/26,2.426857143
2011/9/27,2.463896104
2011/9/28,2.436519481
2011/9/29,2.431688312
2011/9/30,2.425246753
2011/10/10,2.39787013
2011/10/11,2.402701299
2011/10/12,2.508987013
2011/10/13,2.517038961
2011/10/14,2.518649351
2011/10/17,2.541194805
2011/10/18,2.457454545
2011/10/19,2.459064935
2011/10/20,2.399480519
2011/10/21,2.407532468
2011/10/24,2.489662338
2011/10/25,2.529922078
2011/10/26,2.549246753
2011/10/27,2.560519481
2011/10/28,2.620103896
2011/10/31,2.589506494
2011/11/1,2.599168831
2011/11/2,2.650701299
2011/11/3,2.634597403
2011/11/4,2.658753247
2011/11/7,2.618493506
2011/11/8,2.623324675
2011/11/9,2.642649351
2011/11/10,2.578233766
2011/11/11,2.573402597
2011/11/14,2.628155844
2011/11/15,2.612051948
2011/11/16,2.531532468
2011/11/17,2.52025974
2011/11/18,2.476779221
2011/11/21,2.476779221
2011/11/22,2.476779221
2011/11/23,2.447792208
2011/11/24,2.449402597
2011/11/25,2.426857143
2011/11/28,2.436519481
2011/11/29,2.465506494
2011/11/30,2.381766234
2011/12/1,2.463896104
2011/12/2,2.447792208
2011/12/5,2.434909091
2011/12/6,2.426857143
2011/12/7,2.447792208
2011/12/8,2.446181818
2011/12/9,2.433298701
2011/12/12,2.413974026
2011/12/13,2.359220779
2011/12/14,2.344727273
2011/12/15,2.280311688
2011/12/16,2.325402597
2011/12/19,2.318961039
2011/12/20,2.320571429
2011/12/21,2.286753247
2011/12/22,2.291584416
2011/12/23,2.310909091
2011/12/26,2.285142857
2011/12/27,2.269038961
2011/12/28,2.270649351
2011/12/29,2.27387013
2011/12/30,2.306077922
2012/1/4,2.275480519
2012/1/5,2.277090909
2012/1/6,2.293194805
2012/1/9,2.383376623
2012/1/10,2.454233766
2012/1/11,2.43812987
2012/1/12,2.447792208
2012/1/13,2.420415584
2012/1/16,2.383376623
2012/1/17,2.512207792
2012/1/18,2.467116883
2012/1/19,2.529922078
2012/1/20,2.571792208
2012/1/30,2.52025974
2012/1/31,2.513818182
2012/2/1,2.465506494
2012/2/2,2.544415584
2012/2/3,2.557298701
2012/2/6,2.552467532
2012/2/7,2.494493506
2012/2/8,2.579844156
2012/2/9,2.568571429
2012/2/10,2.570181818
2012/2/13,2.552467532
2012/2/14,2.536363636
2012/2/15,2.560519481
2012/2/16,2.541194805
2012/2/17,2.549246753
2012/2/20,2.555688312
2012/2/21,2.570181818
2012/2/22,2.594337662
2012/2/23,2.600779221
2012/2/24,2.647480519
2012/2/27,2.652311688
2012/2/28,2.670025974
2012/2/29,2.639428571
2012/3/1,2.636207792
2012/3/2,2.671636364
2012/3/5,2.652311688
2012/3/6,2.595948052
2012/3/7,2.565350649
2012/3/8,2.597558442
2012/3/9,2.618493506
2012/3/12,2.594337662
2012/3/13,2.621714286
2012/3/14,2.568571429
2012/3/15,2.544415584
2012/3/16,2.565350649
2012/3/19,2.566961039
2012/3/20,2.526701299
2012/3/21,2.534753247
2012/3/22,2.539584416
2012/3/23,2.515428571
2012/3/26,2.52187013
2012/3/27,2.52187013
2012/3/28,2.460675325
2012/3/29,2.426857143
2012/3/30,2.451012987
2012/4/5,2.492883117
2012/4/6,2.499324675
2012/4/9,2.476779221
2012/4/10,2.496103896
2012/4/11,2.492883117
2012/4/12,2.554077922
2012/4/13,2.56374026
2012/4/16,2.549246753
2012/4/17,2.517038961
2012/4/18,2.581454545
2012/4/19,2.579844156
2012/4/20,2.623324675
2012/4/23,2.600779221
2012/4/24,2.612051948
2012/4/25,2.626545455
2012/4/26,2.634597403
2012/4/27,2.637818182
2012/5/2,2.705454545
2012/5/3,2.705454545
2012/5/4,2.719948052
2012/5/7,2.705454545
2012/5/8,2.697402597
2012/5/9,2.649090909
2012/5/10,2.647480519
2012/5/11,2.628155844
2012/5/14,2.604
2012/5/15,2.599168831
2012/5/16,2.558909091
2012/5/17,2.604
2012/5/18,2.56374026
2012/5/21,2.576623377
2012/5/22,2.620103896
2012/5/23,2.604
2012/5/24,2.587896104
2012/5/25,2.56212987
