                  十债加权 (TL9)
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2015/03/23	  96.991	  97.061	  96.877	  97.028	           1387	           	           	           	           	   1387.000	           	           	      0.000	      0.000	      0.000	
 2015/03/24	  97.062	  97.229	  96.893	  96.932	           1383	           	           	           	           	   1383.000	           	           	     -0.008	     -0.002	     -0.012	
 2015/03/25	  97.030	  97.043	  96.775	  96.863	           1243	           	           	           	           	   1243.000	           	           	     -0.019	     -0.005	     -0.028	
 2015/03/26	  96.848	  96.902	  96.382	  96.382	           1077	           	           	           	           	   1077.000	           	           	     -0.066	     -0.017	     -0.098	
 2015/03/27	  96.082	  96.517	  95.997	  96.497	           1799	     96.740	           	           	           	   1799.000	   1377.800	           	     -0.093	     -0.032	     -0.121	
 2015/03/30	  96.266	  96.411	  96.013	  96.169	           1170	     96.569	           	           	           	   1170.000	   1334.400	           	     -0.139	     -0.054	     -0.171	
 2015/03/31	  95.785	  95.913	  95.580	  95.660	           2336	     96.314	           	           	           	   2336.000	   1525.000	           	     -0.215	     -0.086	     -0.257	
 2015/04/01	  95.689	  96.100	  95.665	  96.100	            673	     96.162	           	           	           	    673.000	   1411.000	           	     -0.236	     -0.116	     -0.240	
 2015/04/02	  96.303	  96.426	  96.204	  96.326	           1012	     96.150	           	           	           	   1012.000	   1398.000	           	     -0.232	     -0.139	     -0.186	
 2015/04/03	  96.321	  96.381	  96.014	  96.019	           1099	     96.055	     96.398	           	           	   1099.000	   1258.000	   1317.900	     -0.251	     -0.162	     -0.179	
 2015/04/07	  96.067	  96.315	  95.864	  95.937	            840	     96.008	     96.288	           	           	    840.000	   1192.000	   1263.200	     -0.269	     -0.183	     -0.172	
 2015/04/08	  96.041	  96.106	  95.141	  95.169	           2944	     95.910	     96.112	           	           	   2944.000	   1313.600	   1419.300	     -0.342	     -0.215	     -0.254	
 2015/04/09	  95.258	  95.407	  95.203	  95.274	           1416	     95.745	     95.953	           	           	   1416.000	   1462.200	   1436.600	     -0.386	     -0.249	     -0.275	
 2015/04/10	  95.353	  95.422	  95.180	  95.199	           1073	     95.520	     95.835	           	           	   1073.000	   1474.400	   1436.200	     -0.423	     -0.284	     -0.278	
 2015/04/13	  95.229	  95.683	  95.229	  95.634	           1905	     95.443	     95.749	           	           	   1905.000	   1635.600	   1446.800	     -0.412	     -0.310	     -0.205	
 2015/04/14	  95.703	  96.005	  95.540	  95.580	           1723	     95.371	     95.690	           	           	   1723.000	   1812.200	   1502.100	     -0.403	     -0.328	     -0.150	
 2015/04/15	  96.015	  96.288	  95.785	  96.155	           2169	     95.568	     95.739	           	           	   2169.000	   1657.200	   1485.400	     -0.346	     -0.332	     -0.028	
 2015/04/16	  96.007	  96.353	  96.007	  96.184	           1436	     95.751	     95.748	           	           	   1436.000	   1661.200	   1561.700	     -0.294	     -0.324	      0.060	
 2015/04/17	  96.145	  96.501	  96.056	  96.306	           1614	     95.972	     95.746	           	           	   1614.000	   1769.400	   1621.900	     -0.241	     -0.308	      0.133	
 2015/04/20	  96.998	  97.277	  96.673	  97.257	           3236	     96.296	     95.870	     96.134	           	   3236.000	   2035.600	   1835.600	     -0.121	     -0.270	      0.299	
 2015/04/21	  97.420	  97.947	  97.356	  97.398	           4974	     96.660	     96.016	     96.152	           	   4974.000	   2685.800	   2249.000	     -0.014	     -0.219	      0.410	
 2015/04/22	  97.437	  97.621	  97.319	  97.425	           2975	     96.914	     96.241	     96.177	           	   2975.000	   2847.000	   2252.100	      0.072	     -0.161	      0.466	
 2015/04/23	  97.375	  97.461	  96.953	  97.343	           2309	     97.146	     96.448	     96.201	           	   2309.000	   3021.600	   2341.400	      0.132	     -0.102	      0.469	
 2015/04/24	  97.199	  97.259	  96.829	  97.035	           2116	     97.291	     96.632	     96.233	           	   2116.000	   3122.000	   2445.700	      0.153	     -0.051	      0.409	
 2015/04/27	  97.134	  97.852	  97.084	  97.763	           3275	     97.393	     96.845	     96.297	           	   3275.000	   3129.800	   2582.700	      0.226	      0.004	      0.443	
 2015/04/28	  97.704	  97.842	  97.614	  97.744	           1624	     97.462	     97.061	     96.375	           	   1624.000	   2459.800	   2572.800	      0.279	      0.059	      0.439	
 2015/04/29	  97.675	  97.779	  97.526	  97.693	           2236	     97.516	     97.215	     96.477	           	   2236.000	   2312.000	   2579.500	      0.313	      0.110	      0.406	
 2015/04/30	  97.748	  98.102	  97.703	  97.958	           3969	     97.639	     97.392	     96.570	           	   3969.000	   2644.000	   2832.800	      0.358	      0.160	      0.396	
 2015/05/04	  97.760	  97.778	  97.544	  97.604	           2694	     97.753	     97.522	     96.634	           	   2694.000	   2759.600	   2940.800	      0.360	      0.200	      0.321	
 2015/05/05	  97.544	  97.677	  97.489	  97.508	           3813	     97.702	     97.547	     96.708	           	   3813.000	   2867.200	   2998.500	      0.350	      0.230	      0.241	
 2015/05/06	  97.434	  97.434	  97.071	  97.158	           5891	     97.584	     97.523	     96.769	           	   5891.000	   3720.600	   3090.200	      0.311	      0.246	      0.129	
 2015/05/07	  97.178	  97.372	  97.098	  97.203	           3915	     97.486	     97.501	     96.871	           	   3915.000	   4056.400	   3184.200	      0.280	      0.253	      0.054	
 2015/05/08	  97.332	  97.606	  97.322	  97.453	           3761	     97.385	     97.512	     96.980	           	   3761.000	   4014.800	   3329.400	      0.272	      0.257	      0.031	
 2015/05/11	  96.631	  97.448	  96.631	  97.324	           4876	     97.329	     97.541	     97.086	           	   4876.000	   4451.200	   3605.400	      0.253	      0.256	     -0.006	
 2015/05/12	  97.374	  97.463	  96.884	  96.994	           3203	     97.226	     97.464	     97.154	           	   3203.000	   4329.200	   3598.200	      0.208	      0.246	     -0.076	
 2015/05/13	  97.073	  97.353	  96.974	  97.229	           4285	     97.240	     97.412	     97.237	           	   4285.000	   4008.000	   3864.300	      0.190	      0.235	     -0.090	
 2015/05/14	  97.422	  97.533	  97.010	  97.105	           3811	     97.221	     97.353	     97.284	           	   3811.000	   3987.200	   4021.800	      0.164	      0.221	     -0.114	
 2015/05/15	  97.224	  97.348	  97.129	  97.189	           2410	     97.168	     97.277	     97.334	           	   2410.000	   3717.000	   3865.900	      0.148	      0.206	     -0.117	
 2015/05/18	  97.249	  97.249	  96.680	  96.710	           5075	     97.045	     97.187	     97.355	           	   5075.000	   3756.800	   4104.000	      0.095	      0.184	     -0.177	
 2015/05/19	  96.655	  96.843	  96.481	  96.566	           3796	     96.959	     97.093	     97.320	           	   3796.000	   3875.400	   4102.300	      0.042	      0.156	     -0.228	
 2015/05/20	  96.645	  96.919	  96.590	  96.885	           2708	     96.891	     97.066	     97.294	           	   2708.000	   3560.000	   3784.000	      0.025	      0.129	     -0.209	
 2015/05/21	  96.830	  96.865	  96.478	  96.684	           2564	     96.807	     97.014	     97.257	           	   2564.000	   3310.600	   3648.900	     -0.005	      0.103	     -0.215	
 2015/05/22	  96.705	  96.821	  96.695	  96.753	           2067	     96.719	     96.944	     97.228	           	   2067.000	   3242.000	   3479.500	     -0.022	      0.078	     -0.200	
 2015/05/25	  96.719	  96.837	  96.478	  96.532	           1886	     96.684	     96.864	     97.203	           	   1886.000	   2604.200	   3180.500	     -0.054	      0.051	     -0.210	
 2015/05/26	  96.351	  96.413	  95.228	  95.673	           5897	     96.505	     96.732	     97.098	           	   5897.000	   3024.400	   3449.900	     -0.146	      0.012	     -0.316	
 2015/05/27	  95.672	  95.974	  95.595	  95.812	           3185	     96.291	     96.591	     97.002	           	   3185.000	   3119.800	   3339.900	     -0.206	     -0.032	     -0.348	
 2015/05/28	  95.612	  95.752	  94.829	  95.018	           4634	     95.958	     96.382	     96.868	           	   4634.000	   3533.800	   3422.200	     -0.313	     -0.088	     -0.451	
 2015/05/29	  95.116	  95.160	  94.851	  94.935	           3115	     95.594	     96.157	     96.717	           	   3115.000	   3743.400	   3492.700	     -0.401	     -0.151	     -0.500	
 2015/06/01	  94.949	  94.975	  93.915	  94.232	           6945	     95.134	     95.909	     96.548	           	   6945.000	   4755.200	   3679.700	     -0.521	     -0.225	     -0.592	
 2015/06/02	  94.524	  95.117	  94.499	  95.005	           5943	     95.001	     95.753	     96.423	           	   5943.000	   4764.400	   3894.400	     -0.547	     -0.289	     -0.516	
 2015/06/03	  94.801	  95.403	  94.670	  95.077	           4364	     94.854	     95.572	     96.319	           	   4364.000	   5000.200	   4060.000	     -0.556	     -0.342	     -0.427	
 2015/06/04	  95.039	  95.284	  94.588	  94.933	           3829	     94.836	     95.397	     96.205	           	   3829.000	   4839.200	   4186.500	     -0.568	     -0.388	     -0.361	
 2015/06/05	  95.086	  95.391	  95.029	  95.324	           3403	     94.914	     95.254	     96.099	           	   3403.000	   4896.800	   4320.100	     -0.540	     -0.418	     -0.243	
 2015/06/08	  95.243	  95.640	  95.238	  95.582	           3293	     95.184	     95.159	     96.012	           	   3293.000	   4166.400	   4460.800	     -0.491	     -0.433	     -0.116	
 2015/06/09	  95.554	  95.701	  95.410	  95.503	           2814	     95.284	     95.142	     95.937	           	   2814.000	   3540.600	   4152.500	     -0.453	     -0.437	     -0.033	
 2015/06/10	  95.365	  95.419	  94.951	  95.008	           3575	     95.270	     95.062	     95.826	           	   3575.000	   3382.800	   4191.500	     -0.458	     -0.441	     -0.034	
 2015/06/11	  94.975	  95.081	  94.802	  94.861	           3095	     95.256	     95.046	     95.714	           	   3095.000	   3236.000	   4037.600	     -0.468	     -0.446	     -0.044	
 2015/06/12	  94.846	  95.079	  94.551	  94.654	           4181	     95.122	     95.018	     95.587	           	   4181.000	   3391.600	   4144.200	     -0.488	     -0.455	     -0.066	
 2015/06/15	  94.560	  94.650	  94.240	  94.245	           2238	     94.854	     95.019	     95.464	           	   2238.000	   3180.600	   3673.500	     -0.530	     -0.470	     -0.120	
 2015/06/16	  94.455	  95.158	  94.455	  95.158	           5630	     94.785	     95.035	     95.394	     96.282	   5630.000	   3743.800	   3642.200	     -0.484	     -0.473	     -0.023	
 2015/06/17	  95.057	  95.230	  94.739	  94.990	           2879	     94.782	     95.026	     95.299	     96.248	   2879.000	   3604.600	   3493.700	     -0.456	     -0.469	      0.027	
 2015/06/18	  95.009	  95.437	  94.948	  95.285	           2867	     94.866	     95.061	     95.229	     96.221	   2867.000	   3559.000	   3397.500	     -0.405	     -0.456	      0.102	
 2015/06/19	  95.257	  95.397	  94.866	  95.051	           2474	     94.946	     95.034	     95.144	     96.191	   2474.000	   3217.600	   3304.600	     -0.380	     -0.441	      0.123	
 2015/06/23	  94.816	  95.058	  94.620	  94.947	           2561	     95.086	     94.970	     95.065	     96.167	   2561.000	   3282.200	   3231.400	     -0.363	     -0.426	      0.124	
 2015/06/24	  94.961	  95.012	  94.743	  94.920	           1510	     95.039	     94.912	     95.027	     96.141	   1510.000	   2458.200	   3101.000	     -0.349	     -0.410	      0.123	
 2015/06/25	  94.832	  95.338	  94.741	  94.834	           3848	     95.007	     94.894	     94.978	     96.118	   3848.000	   2652.000	   3128.300	     -0.340	     -0.396	      0.112	
 2015/06/26	  94.743	  94.972	  94.672	  94.752	           3127	     94.901	     94.884	     94.965	     96.103	   3127.000	   2704.000	   3131.500	     -0.336	     -0.384	      0.096	
 2015/06/29	  94.998	  95.063	  94.431	  94.575	           5080	     94.806	     94.876	     94.947	     96.078	   5080.000	   3225.200	   3221.400	     -0.343	     -0.376	      0.066	
 2015/06/30	  94.719	  94.976	  94.587	  94.791	           2154	     94.775	     94.930	     94.975	     96.052	   2154.000	   3143.800	   3213.000	     -0.328	     -0.366	      0.077	
 2015/07/01	  94.851	  94.891	  94.634	  94.685	           1357	     94.728	     94.883	     94.959	     96.030	   1357.000	   3113.200	   2785.700	     -0.320	     -0.357	      0.074	
 2015/07/02	  94.561	  94.725	  94.413	  94.646	           1360	     94.690	     94.849	     94.937	     96.009	   1360.000	   2615.600	   2633.800	     -0.314	     -0.348	      0.069	
 2015/07/03	  94.742	  95.303	  94.697	  95.251	           3823	     94.790	     94.845	     94.953	     96.010	   3823.000	   2754.800	   2729.400	     -0.257	     -0.330	      0.146	
 2015/07/06	  95.715	  96.076	  95.344	  95.950	           3989	     95.065	     94.935	     94.984	     96.021	   3989.000	   2536.600	   2880.900	     -0.154	     -0.295	      0.282	
 2015/07/07	  96.295	  96.405	  96.007	  96.327	           3513	     95.372	     95.073	     95.022	     96.040	   3513.000	   2808.400	   2976.100	     -0.041	     -0.244	      0.406	
 2015/07/08	  96.848	  97.024	  95.400	  95.861	           9197	     95.607	     95.167	     95.040	     96.044	   9197.000	   4376.400	   3744.800	      0.010	     -0.193	      0.407	
 2015/07/09	  95.798	  96.633	  95.798	  96.210	           4633	     95.920	     95.305	     95.100	     96.054	   4633.000	   5031.000	   3823.300	      0.079	     -0.139	      0.435	
 2015/07/10	  95.980	  96.066	  95.678	  96.015	           3088	     96.073	     95.431	     95.157	     96.052	   3088.000	   4884.000	   3819.400	      0.116	     -0.088	      0.407	
 2015/07/13	  95.808	  96.183	  95.745	  95.806	           3231	     96.044	     95.554	     95.215	     96.046	   3231.000	   4732.400	   3634.500	      0.127	     -0.045	      0.343	
 2015/07/14	  95.864	  95.879	  95.466	  95.646	           3111	     95.908	     95.640	     95.285	     96.035	   3111.000	   4652.000	   3730.200	      0.121	     -0.012	      0.266	
 2015/07/15	  95.524	  95.642	  95.365	  95.519	           5685	     95.839	     95.723	     95.303	     96.006	   5685.000	   3949.600	   4163.000	      0.105	      0.012	      0.187	
 2015/07/16	  95.620	  95.826	  95.564	  95.826	           2569	     95.763	     95.841	     95.345	     95.979	   2569.000	   3536.800	   4283.900	      0.116	      0.032	      0.167	
 2015/07/17	  95.754	  95.988	  95.704	  95.885	           2721	     95.737	     95.905	     95.375	     95.954	   2721.000	   3463.400	   4173.700	      0.128	      0.051	      0.152	
 2015/07/20	  95.960	  95.988	  95.773	  95.845	           1879	     95.744	     95.894	     95.415	     95.929	   1879.000	   3193.000	   3962.700	      0.132	      0.068	      0.129	
 2015/07/21	  95.762	  95.835	  95.628	  95.635	           2803	     95.742	     95.825	     95.449	     95.905	   2803.000	   3131.400	   3891.700	      0.118	      0.078	      0.080	
 2015/07/22	  95.622	  95.818	  95.573	  95.722	           1971	     95.783	     95.811	     95.489	     95.871	   1971.000	   2388.600	   3169.100	      0.112	      0.084	      0.055	
 2015/07/23	  95.880	  96.058	  95.815	  96.018	           3072	     95.821	     95.792	     95.548	     95.843	   3072.000	   2489.200	   3013.000	      0.130	      0.094	      0.072	
 2015/07/24	  96.206	  96.243	  95.951	  95.987	           3196	     95.841	     95.789	     95.610	     95.814	   3196.000	   2584.200	   3023.800	      0.140	      0.103	      0.074	
 2015/07/27	  96.015	  96.145	  95.744	  96.145	           2178	     95.901	     95.823	     95.689	     95.784	   2178.000	   2644.000	   2918.500	      0.158	      0.114	      0.089	
 2015/07/28	  96.143	  96.251	  96.014	  96.160	           3298	     96.006	     95.874	     95.757	     95.760	   3298.000	   2743.000	   2937.200	      0.173	      0.126	      0.094	
 2015/07/29	  96.171	  96.298	  96.094	  96.238	           2209	     96.110	     95.946	     95.835	     95.739	   2209.000	   2790.600	   2589.600	      0.188	      0.138	      0.100	
 2015/07/30	  96.208	  96.274	  95.965	  96.127	           2485	     96.131	     95.976	     95.909	     95.722	   2485.000	   2673.200	   2581.200	      0.189	      0.148	      0.081	
 2015/07/31	  96.116	  96.138	  95.641	  95.708	           4730	     96.076	     95.958	     95.932	     95.697	   4730.000	   2980.000	   2782.100	      0.154	      0.149	      0.009	
 2015/08/03	  95.664	  95.886	  95.615	  95.738	           4179	     95.994	     95.948	     95.921	     95.668	   4179.000	   3380.200	   3012.100	      0.127	      0.145	     -0.035	
 2015/08/04	  95.774	  96.015	  95.768	  95.891	           4168	     95.940	     95.973	     95.899	     95.644	   4168.000	   3554.200	   3148.600	      0.117	      0.139	     -0.044	
 2015/08/05	  95.935	  95.966	  95.753	  95.787	           3289	     95.850	     95.980	     95.895	     95.624	   3289.000	   3770.200	   3280.400	      0.100	      0.132	     -0.063	
 2015/08/06	  95.807	  96.053	  95.733	  96.042	           3235	     95.833	     95.982	     95.887	     95.604	   3235.000	   3920.200	   3296.700	      0.105	      0.126	     -0.042	
 2015/08/07	  96.044	  96.124	  95.898	  96.105	           4210	     95.913	     95.994	     95.892	     95.588	   4210.000	   3816.200	   3398.100	      0.113	      0.124	     -0.021	
 2015/08/10	  96.060	  96.149	  95.819	  95.863	           4080	     95.938	     95.966	     95.894	     95.566	   4080.000	   3796.400	   3588.300	      0.099	      0.119	     -0.039	
 2015/08/11	  95.823	  95.901	  95.358	  95.372	           5984	     95.834	     95.887	     95.881	     95.543	   5984.000	   4159.600	   3856.900	      0.048	      0.105	     -0.114	
 2015/08/12	  95.339	  95.551	  95.001	  95.543	           7512	     95.785	     95.818	     95.882	     95.526	   7512.000	   5004.200	   4387.200	      0.020	      0.088	     -0.135	
 2015/08/13	  95.512	  95.608	  95.389	  95.486	           3661	     95.674	     95.753	     95.865	     95.503	   3661.000	   5089.400	   4504.800	     -0.006	      0.069	     -0.149	
 2015/08/14	  95.478	  95.656	  95.425	  95.630	           5465	     95.579	     95.746	     95.852	     95.485	   5465.000	   5340.400	   4578.300	     -0.015	      0.052	     -0.134	
 2015/08/17	  95.369	  95.430	  95.269	  95.310	           6206	     95.468	     95.703	     95.825	     95.461	   6206.000	   5765.600	   4781.000	     -0.047	      0.032	     -0.159	
 2015/08/18	  95.379	  95.541	  95.281	  95.537	           6716	     95.501	     95.667	     95.820	     95.445	   6716.000	   5912.000	   5035.800	     -0.054	      0.015	     -0.138	
 2015/08/19	  95.520	  95.532	  95.331	  95.423	           5303	     95.477	     95.631	     95.805	     95.441	   5303.000	   5470.200	   5237.200	     -0.067	     -0.001	     -0.132	
 2015/08/20	  95.437	  95.613	  95.352	  95.481	           2780	     95.476	     95.575	     95.779	     95.435	   2780.000	   5294.000	   5191.700	     -0.073	     -0.016	     -0.114	
 2015/08/21	  95.552	  95.708	  95.477	  95.545	           3732	     95.459	     95.519	     95.757	     95.444	   3732.000	   4947.400	   5143.900	     -0.071	     -0.027	     -0.089	
 2015/08/24	  95.588	  95.823	  95.588	  95.809	           5198	     95.559	     95.514	     95.740	     95.458	   5198.000	   4745.800	   5255.700	     -0.048	     -0.031	     -0.034	
 2015/08/25	  95.886	  95.904	  95.790	  95.840	           3880	     95.620	     95.560	     95.724	     95.485	   3880.000	   4178.600	   5045.300	     -0.026	     -0.030	      0.007	
 2015/08/26	  95.859	  96.085	  95.859	  96.042	           5075	     95.743	     95.610	     95.714	     95.502	   5075.000	   4133.000	   4801.600	      0.007	     -0.023	      0.058	
 2015/08/27	  96.139	  96.451	  96.108	  96.412	           4090	     95.930	     95.703	     95.728	     95.525	   4090.000	   4395.000	   4844.500	      0.062	     -0.006	      0.135	
 2015/08/28	  96.269	  96.464	  96.214	  96.298	           4583	     96.080	     95.770	     95.758	     95.547	   4583.000	   4565.200	   4756.300	      0.095	      0.014	      0.162	
 2015/08/31	  96.279	  96.828	  96.279	  96.755	           5454	     96.269	     95.914	     95.809	     95.571	   5454.000	   4616.400	   4681.100	      0.157	      0.043	      0.228	
 2015/09/01	  96.856	  97.006	  96.797	  96.904	           4472	     96.482	     96.051	     95.859	     95.593	   4472.000	   4734.800	   4456.700	      0.215	      0.077	      0.276	
 2015/09/02	  96.927	  96.984	  96.582	  96.663	           3640	     96.607	     96.175	     95.903	     95.613	   3640.000	   4447.800	   4290.400	      0.240	      0.110	      0.259	
 2015/09/07	  96.599	  96.630	  96.469	  96.490	           3547	     96.622	     96.276	     95.925	     95.637	   3547.000	   4339.200	   4367.100	      0.242	      0.136	      0.211	
 2015/09/08	  96.410	  96.521	  96.161	  96.427	           5780	     96.648	     96.364	     95.942	     95.663	   5780.000	   4578.600	   4571.900	      0.236	      0.156	      0.159	
 2015/09/09	  96.378	  96.516	  96.258	  96.258	           5098	     96.548	     96.409	     95.961	     95.690	   5098.000	   4507.400	   4561.900	      0.215	      0.168	      0.094	
 2015/09/10	  96.179	  96.517	  96.179	  96.447	           5020	     96.457	     96.470	     96.015	     95.727	   5020.000	   4617.000	   4675.900	      0.211	      0.177	      0.069	
 2015/09/11	  96.451	  96.487	  96.312	  96.315	           6537	     96.387	     96.497	     96.054	     95.746	   6537.000	   5196.400	   4822.100	      0.196	      0.180	      0.030	
 2015/09/14	  96.341	  96.478	  96.300	  96.429	           5106	     96.375	     96.499	     96.101	     95.770	   5106.000	   5508.200	   4923.700	      0.190	      0.182	      0.015	
 2015/09/15	  96.452	  96.684	  96.367	  96.672	           5986	     96.424	     96.536	     96.153	     95.793	   5986.000	   5549.400	   5064.000	      0.203	      0.186	      0.033	
 2015/09/16	  96.652	  96.733	  96.476	  96.554	           5538	     96.483	     96.516	     96.215	     95.818	   5538.000	   5637.400	   5072.400	      0.201	      0.189	      0.024	
 2015/09/17	  96.507	  96.515	  96.257	  96.395	           4973	     96.473	     96.465	     96.258	     95.842	   4973.000	   5628.000	   5122.500	      0.185	      0.189	     -0.007	
 2015/09/18	  96.450	  96.661	  96.388	  96.419	           5018	     96.494	     96.441	     96.308	     95.867	   5018.000	   5324.200	   5260.300	      0.172	      0.185	     -0.026	
 2015/09/21	  96.415	  96.484	  96.348	  96.430	           3616	     96.494	     96.435	     96.355	     95.894	   3616.000	   5026.200	   5267.200	      0.161	      0.180	     -0.039	
 2015/09/22	  96.446	  96.446	  96.189	  96.271	           4777	     96.414	     96.419	     96.391	     95.919	   4777.000	   4784.400	   5166.900	      0.138	      0.172	     -0.069	
 2015/09/23	  96.310	  96.423	  96.278	  96.318	           3937	     96.367	     96.425	     96.417	     95.948	   3937.000	   4464.200	   5050.800	      0.121	      0.162	     -0.080	
 2015/09/24	  96.316	  96.524	  96.217	  96.516	           3496	     96.391	     96.432	     96.451	     95.977	   3496.000	   4168.800	   4898.400	      0.123	      0.154	     -0.061	
 2015/09/25	  96.483	  96.728	  96.447	  96.667	           4161	     96.441	     96.467	     96.482	     96.010	   4161.000	   3997.400	   4660.800	      0.135	      0.150	     -0.030	
 2015/09/28	  96.694	  96.981	  96.671	  96.946	           3865	     96.544	     96.519	     96.509	     96.049	   3865.000	   4047.200	   4536.700	      0.165	      0.153	      0.024	
 2015/09/29	  97.007	  97.308	  97.003	  97.229	           5155	     96.735	     96.575	     96.555	     96.082	   5155.000	   4122.800	   4453.600	      0.210	      0.165	      0.090	
 2015/09/30	  97.179	  97.325	  97.056	  97.309	           4543	     96.933	     96.650	     96.583	     96.104	   4543.000	   4244.000	   4354.100	      0.249	      0.181	      0.134	
 2015/10/08	  97.134	  97.295	  97.075	  97.270	           4136	     97.084	     96.738	     96.601	     96.120	   4136.000	   4372.000	   4270.400	      0.273	      0.200	      0.146	
 2015/10/09	  97.258	  98.141	  97.254	  98.125	           8348	     97.376	     96.908	     96.674	     96.158	   8348.000	   5209.400	   4603.400	      0.357	      0.231	      0.252	
 2015/10/12	  98.042	  98.320	  97.925	  98.189	           8550	     97.625	     97.084	     96.759	     96.191	   8550.000	   6146.400	   5096.800	      0.424	      0.270	      0.309	
 2015/10/13	  98.187	  98.905	  98.115	  98.732	           8985	     97.925	     97.330	     96.875	     96.236	   8985.000	   6912.400	   5517.600	      0.515	      0.319	      0.393	
 2015/10/14	  98.644	  99.246	  98.401	  98.738	          20742	     98.211	     97.572	     96.999	     96.285	  20742.000	  10152.200	   7198.100	      0.581	      0.371	      0.419	
 2015/10/15	  98.557	  98.785	  98.368	  98.540	          13234	     98.465	     97.774	     97.103	     96.333	  13234.000	  11971.800	   8171.900	      0.610	      0.419	      0.382	
 2015/10/16	  98.428	  98.467	  98.035	  98.093	          16170	     98.458	     97.917	     97.192	     96.376	  16170.000	  13536.200	   9372.800	      0.590	      0.453	      0.274	
 2015/10/19	  98.178	  98.315	  98.079	  98.233	          11423	     98.467	     98.046	     97.282	     96.416	  11423.000	  14110.800	  10128.600	      0.580	      0.479	      0.202	
 2015/10/20	  98.353	  99.158	  98.346	  99.158	          16486	     98.552	     98.239	     97.407	     96.471	  16486.000	  15611.000	  11261.700	      0.638	      0.510	      0.255	
 2015/10/21	  99.126	  99.317	  98.824	  98.888	          19167	     98.582	     98.397	     97.523	     96.521	  19167.000	  15296.000	  12724.100	      0.655	      0.539	      0.231	
 2015/10/22	  98.984	  99.282	  98.928	  99.282	          13353	     98.731	     98.598	     97.668	     96.582	  13353.000	  15319.800	  13645.800	      0.692	      0.570	      0.245	
 2015/10/23	  99.336	  99.469	  98.932	  98.968	          21384	     98.906	     98.682	     97.795	     96.636	  21384.000	  16362.600	  14949.400	      0.689	      0.594	      0.190	
 2015/10/26	  99.158	  99.353	  98.816	  99.259	          23690	     99.111	     98.789	     97.937	     96.690	  23690.000	  18816.000	  16463.400	      0.701	      0.615	      0.172	
 2015/10/27	  99.338	  99.834	  99.273	  99.762	          25793	     99.231	     98.892	     98.111	     96.753	  25793.000	  20677.400	  18144.199	      0.743	      0.641	      0.204	
 2015/10/28	  99.695	  99.922	  99.297	  99.393	          23437	     99.332	     98.957	     98.265	     96.807	  23437.000	  21531.400	  18413.699	      0.738	      0.660	      0.155	
 2015/10/29	  99.126	  99.242	  98.705	  98.710	          25830	     99.218	     98.974	     98.374	     96.850	  25830.000	  24026.801	  19673.301	      0.671	      0.662	      0.017	
 2015/10/30	  98.719	  98.953	  98.523	  98.842	          25616	     99.193	     99.049	     98.483	     96.893	  25616.000	  24873.199	  20617.900	      0.622	      0.654	     -0.065	
 2015/11/02	  98.912	  99.161	  98.731	  98.835	          21398	     99.108	     99.109	     98.578	     96.938	  21398.000	  24414.801	  21615.400	      0.575	      0.638	     -0.126	
 2015/11/03	  98.844	  98.886	  98.582	  98.612	          18185	     98.878	     99.055	     98.647	     96.987	  18185.000	  22893.199	  21785.301	      0.515	      0.614	     -0.198	
 2015/11/04	  98.506	  98.708	  98.210	  98.356	          26720	     98.671	     99.002	     98.699	     97.030	  26720.000	  23549.801	  22540.600	      0.441	      0.579	     -0.277	
 2015/11/05	  98.396	  98.675	  98.184	  98.649	          25107	     98.659	     98.939	     98.768	     97.076	  25107.000	  23405.199	  23716.000	      0.401	      0.543	     -0.285	
 2015/11/06	  98.641	  98.718	  98.197	  98.245	          23763	     98.540	     98.866	     98.774	     97.117	  23763.000	  23034.600	  23953.900	      0.333	      0.501	     -0.336	
 2015/11/09	  97.647	  97.726	  97.295	  97.311	          25650	     98.235	     98.672	     98.730	     97.138	  25650.000	  23885.000	  24149.900	      0.202	      0.442	     -0.479	
 2015/11/10	  97.507	  97.677	  97.354	  97.654	          25372	     98.043	     98.461	     98.676	     97.164	  25372.000	  25322.400	  24107.801	      0.124	      0.378	     -0.508	
 2015/11/11	  97.755	  98.180	  97.636	  98.178	          33218	     98.007	     98.339	     98.648	     97.203	  33218.000	  26622.000	  25085.900	      0.103	      0.323	     -0.439	
 2015/11/12	  97.937	  98.210	  97.649	  98.065	          29076	     97.891	     98.275	     98.625	     97.248	  29076.000	  27415.801	  25410.500	      0.077	      0.274	     -0.394	
 2015/11/13	  98.358	  98.487	  97.905	  97.917	          26864	     97.825	     98.182	     98.616	     97.287	  26864.000	  28036.000	  25535.301	      0.044	      0.228	     -0.368	
 2015/11/16	  98.007	  98.209	  97.847	  98.177	          26293	     97.998	     98.116	     98.613	     97.332	  26293.000	  28164.600	  26024.801	      0.038	      0.190	     -0.304	
 2015/11/17	  98.221	  98.292	  97.974	  98.272	          26021	     98.122	     98.082	     98.569	     97.376	  26021.000	  28294.400	  26808.400	      0.040	      0.160	     -0.239	
